,features,feature_sums,VIF
7069,GADLSO_HG_G14_XDC_G43_S1321_XDC_W0|S1_F3,9357980036391.797,1464109111628.9
6569,GADLFSDR_T_G14_XDC_G33_S1311_XDC_W1|S1_F12,63401631702.103,1461021776924.735
8309,GECESI_G14_XDC_W0|S1|G2122_S1321_XDC,1081191409803.6124,1458892007570.6174
9558,GEOMK_G14_XDC_W00|S1W|G2822_S13_XDC,32139771920261.965,1456532867842.9807
4269,GADAFDC_T_G14_XDC_G32_S1321_XDC_W2|S1_F2,46380505157650.81,1453711952024.0464
1765,FODA_USD,19521030583791.723,1452539792733.59
8555,GEEO_G14_XDC_GF0908_S1313_XDC,1049916796063.8094,1451369522194.8103
1881,FPEPRTS_IX,59.2996,1444850698546.8386
2518,FS_ODX_EP_FSPE_USD,209464977266.9013,1444155724665.8638
5659,GADANN_HG_G14_XDC_G41_S1313_XDC_W0|S1_N2N,1222279170106.2964,1438619909717.456
2311,FS_ODX_AFF_FSGA_XDC,71645994463672.12,1438390171629.031
4031,GAANNS_G14_GDP_PT_G61_S13112_XDC_R_B1GQ_W0|S1_N212N,0.0001,1433354432644.97
10283,GEST_G14_CA_XDC_G25|_Z_S1313_XDC,2332235591066.1226,1433126373069.3704
12180,GXCBG_G14_XDC_GGOB|_Z_S1321_XDC,54503706044029.84,1432670471566.8828
10101,GESPA_G14_XDC_GF1002_S1321_XDC,24209360871611.28,1432442629570.7686
4295,GADAFDI_T_G14_XDC_G32_S13112_XDC_W2|S1_F6,-1155172381.195,1423612968980.7163
489,BCG_GRTT_G01_CA_XDC,42035558235902.05,1421590791467.9597
2371,FS_ODX_AFLNP_USD,205043472460.7259,1409797973820.7844
8205,GEAM_G14_XDC_GF0404_S1321_XDC,11299585187048.326,1408915885302.83
7132,GADL_HG_G14_XDC_G43_S1314_XDC_W0|S1_F,311725171982.914,1407374883553.28
1902,FSDERA_FSERA_USD,16461987735011.057,1406935216298.1868
5806,GADANV_V_G14_XDC_G51_S13_XDC_W0|S1_N13N,4003052583.8095,1402116945009.4944
11989,GRTTE_G14_XDC_W0|S1|G1152_S13_XDC,13362587985675.355,1397114821582.2852
11638,GRTGSO_G14_GDP_PT_W0|S1|G1146_S13112_XDC_R_B1GQ,0.9968,1395599512665.1677
6989,GADLO_V_G14_XDC_G53_S1321_XDC_W0|S1_F8,1562106821818.067,1392794070626.4097
3579,GAAFFC_G14_XDC_G62_S1313_XDC_W1|S1_F2,31703580459.4544,1392363464946.822
674,CG01_GRTT_G01_XDC,479912796818.0037,1391933125442.898
11797,GRTIU_G14_XDC_W0|S1|G1113_S13_XDC,5022325946794.809,1391718055429.6958
5327,GADAF_T_G14_XDC_G32_S13112_XDC_W0|S1_F,10213959624698.52,1390429029753.1633
106,24__I_XDC,4095233587948.2905,1377247592468.0415
8488,GED_G14_XDC_GF02_S1311B_XDC,68708253619695.52,1376405754086.3374
12206,GXCBN_G14_XDC_GNOB|_Z_S13112_XDC,11059759658951.682,1375354902235.6072
12105,GRT_G14_XDC_G11|_Z_S1312_XDC,56957124543871.266,1373048666881.2488
4909,GADAFF_T_IO_G14_XDC_G32_1A|S1_S1321_XDC,251916674519.8412,1371585085235.4182
9004,GEG_G14_XDC_W0|S1|G26_S1314_XDC,5347537480537.412,1370124620435.198
8585,GEER_G14_XDC_GF0907_S1311_XDC,1183168768261.23,1363694058249.961
3545,GAAFD_SSF_G14_XDC_G62_W2|S1314_S1311_XDC,156175776783.2977,1363487625604.1465
6156,GADLD_HG_G14_XDC_G43_S1314_XDC_W2|S1_F,304560619774.9341,1359372057763.506
12270,GXOB_G14_CA_XDC_GNLB|_Z_S13112_XDC,12423265409957.86,1357528146908.9663
7879,GALF_NRESO_G14_XDC_G63_W1|S1V_S13112_XDC,2380166000.0,1349999888300.5083
8384,GECE_G14_XDC_W0|S1|G21_S1311B_XDC,232822500281225.47,1346568882454.9248
4808,GADAFFS_T_G14_XDC_G32_S1311B_XDC_W1|S1_F3,1178470153735.329,1345965220373.7285
5906,GADLAE_HG_G14_GDP_PT_G43_S1312_XDC_R_B1GQ_W0|S1_F5,0.3578,1345362099289.17
11283,GROTC_G14_XDC_W0|S1|G1441_S1314_XDC,2320971338070.1445,1341554848784.7769
7933,GALIRN_T_G14_XDC_G63_S1321_XDC_W0|S1_F61,51049630887.274,1339559675006.0964
8010,GALO_G14_XDC_G63_S1312_XDC_W0|S1_F8,23557450529797.2,1339161352176.7754
12158,GR_G14_XDC_W0|S1|G1_S13112_XDC,119049399014076.8,1338564311894.9312
4077,GAANV_G14_XDC_G61_S1321_XDC_W0|S1_N13N,299316934300.2937,1337173286036.3706
8574,GEEP_G14_XDC_GF0901_S13_XDC,28687278276250.89,1336379711385.9038
613,CG01_GADLF_T_G01_CA_XDC,29156135138465.426,1333807086441.7285
6958,GADLO_O_G14_XDC_G93_S13_XDC_W0|S1_F8,3790372273752.9546,1332031832999.2593
4183,GADAFCD_HG_G14_XDC_G42_S13112_XDC_W0|S1_F2,18406137188.7479,1330850953714.6855
231,40C___XDC,3628794962721.6006,1327712154295.547
5963,GADLAE_V_G14_XDC_G53_S1313_XDC_W0|S1_F5,-1149975587.0628,1327125276961.9849
1487,FDSB_SA_USD,13634495358924.99,1325953077394.5227
7246,GALCD_G14_XDC_G63_S13_XDC_W0|S1_F2,16729856166095.455,1322837311608.3113
11043,GROPI_G14_XDC_W0|S1|G1411_S1314_XDC,6546312178137.372,1309566626161.819
28,14A___USD,209939472236.4492,1304068228571.1584
12113,GRT_G14_XDC_W0|S1|G11_S1312_XDC,56957124543871.266,1303690730169.4878
6701,GADLF_T_NRESO_G14_XDC_G33_W1|S1V_S1321_XDC,6614384541284.614,1303502062914.76
6475,GADLFD_T_G14_XDC_G33_S1313_XDC_W0|S1_F7,12166482612.708,1297680342132.4006
10752,GRGK_GG_G14_XDC_W2|S13|G13K_S1311_XDC,739355062865.3662,1295999892768.488
10754,GRGK_GG_G14_XDC_W2|S13|G13K_S1313_XDC,21822186216018.39,1294323790018.8235
11090,GROPI_NRES_G14_XDC_W1|S1|G1411_S1313_XDC,191884347160.8268,1293766052102.9866
2327,FS_ODX_AFLG_FSRR_USD,9485307446798.012,1290614594460.6665
3721,GAAFF_G14_XDC_G62_S1311_XDC_W1|S1_F,76856874633099.75,1290429692656.3025
11968,GRTTC_G14_XDC_W0|S1|G1151_S1311_XDC,63990326245216.32,1284723898836.256
9047,GEHC_G14_XDC_GF0602_S13112_XDC,17736613940.1764,1275626576227.3037
11428,GRSO_G14_XDC_W0|S1|G122_S1321_XDC,10837568928075.74,1275445943746.9543
2520,FS_ODX_EP_USD,209464977266.9013,1273642428555.0046
6909,GADLLS_T_G14_XDC_G33_S1321_XDC_W0|S1_F4,14775311618212.656,1272203284567.9368
10554,GG_GADAFFD_T_G01_CA_XDC,-65030012045.4821,1272023620214.799
10980,GROOP_G14_XDC_W0|S1|G1451_S1321_XDC,583724830159.8335,1268440959687.5076
4490,GADAFD_T_GG_G14_XDC_G32_W2|S13_S1312_XDC,1623321391087.8477,1268083803286.0752
1568,FFCAO_USD,31248088730652.992,1267726847957.9158
3689,GAAFFS_G14_XDC_G62_S1311_XDC_W1|S1_F3,30114158397899.71,1267726847957.9158
3224,GAAFCD_G14_XDC_G62_S1311B_XDC_W0|S1_F2,217807451114526.66,1262396531848.7725
191,35B___XDC,2531266361055.02,1262396531848.7725
4926,GADAFF_T_NRESO_G14_XDC_G32_W1|S1V_S13_XDC,170953139810.9984,1260806166677.0706
8655,GEGC_FG_G14_XDC_W1|S13|G26C_S13112_XDC,65561723134.9554,1260629706751.7134
10975,GROOP_G14_XDC_W0|S1|G1451_S1311B_XDC,440464918417.9002,1260453296213.405
12789,NNXGS_XDC,-180451811105407.06,1257988722729.1887
3769,GAAFF_NRESO_G14_XDC_G62_W1|S1V_S1311_XDC,1530701046724.4368,1255533768433.3694
33,14C___XDC,50036419335169.64,1255008952869.025
6681,GADLF_T_IO_G14_XDC_G33_1A|S1_S1311_XDC,14419300395278.979,1253786087798.0222
645,CG01_GEG_G01_XDC,20514529995552.652,1251521363726.6907
6379,GADLD_T_SSF_G14_XDC_G33_W2|S1314_S1313_XDC,-278851730.7692,1251173670612.723
2010,FSNERAB_FSERE_USD,158928681920.6774,1248918365882.0012
9333,GELM_G14_XDC_GF0701_S1321_XDC,1857963980116.2727,1241858438541.43
9637,GEOOPP_G14_XDC_W0|S1|G28311_S1321_XDC,117783654344.5409,1240831967866.234
9684,GEOPD_G14_XDC_W0|S1|G2811_S1314_XDC,37842891685.1485,1238443455897.2903
9405,GEL_G14_XDC_GF07_S1321_XDC,53222795220678.13,1236064121688.0735
3609,GAAFFF_G14_XDC_G62_S1311_XDC_W1|S1_F7,190669715465.8988,1234031957081.928
11522,GRS_G14_CA_XDC_G12|_Z_S1313_XDC,657635895686.642,1233018378472.415
5245,GADAFSO_T_G14_XDC_G32_S1321_XDC_W0|S1_F3,3481820213673.2407,1227975358519.5627
7800,GALFS_G14_XDC_G63_S1311B_XDC_W1|S1_F3,166742933670022.72,1227138863043.732
8203,GEAM_G14_XDC_GF0404_S1313_XDC,5247388191141.229,1222475468884.4995
7400,GALDI_G14_XDC_G63_S1311B_XDC_W2|S1_F6,41128630305266.87,1220818549029.6816
6988,GADLO_V_G14_XDC_G53_S1314_XDC_W0|S1_F8,92145594144.3987,1220653104044.0427
6247,GADLD_T_G14_XDC_G33_S13112_XDC_W2|S1_F,-379738186624.3928,1215382438907.164
11600,GRTGSGT_G14_XDC_W0|S1|G11413_S1311_XDC,4432507750632.995,1215218463942.3896
6089,GADLDI_T_G14_XDC_G33_S1311_XDC_W2|S1_F6,-1868039213918.7031,1212600868974.2854
5277,GADAFX_T_G14_CA_XDC_G32|FX2_S1321_XDC,31758273693001.203,1212600868974.2854
9168,GEI_G14_CA_XDC_G24|_Z_S1311B_XDC,101012018017979.19,1211948231262.2432
7022,GADLSDR_O_G14_XDC_G93_S13_XDC_W0|S1_F12,-6486682485.0681,1207723150273.6648
7017,GADLSDR_O_G14_XDC_G93_S1311_XDC_W0|S1_F12,-6486682485.0681,1207723150273.6648
7934,GALIRN_T_G14_XDC_G63_S13_XDC_W0|S1_F61,59772766222.6777,1206429045639.0293
2313,FS_ODX_AFF_XDC,71640421152182.2,1206429045639.0293
11,12BX__XDC,25314104465094.203,1204171023361.0952
7500,GALD_CG_G14_XDC_G63_W2|S1311_S1314_XDC,156175776783.2977,1193955362505.4338
5919,GADLAE_O_G14_GDP_PT_G93_S13112_XDC_R_B1GQ_W0|S1_F5,0.4515,1189540313621.3672
10182,GESPS_G14_XDC_GF1001_S13_XDC,7030170189553.492,1189540313621.3672
7549,GALD_GG_G14_XDC_G63_W2|S13_S1321_XDC,1109023065367.7476,1187971413181.3496
4122,GADAFAE_HG_G14_XDC_G42_S1312_XDC_W0|S1_F5,289183988964.4405,1186875643001.8438
12795,NXS_XDC,341021258437895.94,1184378600228.9272
6744,GADLIRL_T_G14_XDC_G33_S1311B_XDC_W0|S1_F62,1706931674032.354,1182823277050.6885
790,DA_XDC_FS_OFX_I,572513174057820.8,1180188581596.042
5368,GADANFB_T_G14_XDC_G31_S1311B_XDC_W0|S1_N11KN,133031214213250.94,1179879388884.0703
10316,GEST_G14_XDC_W0|S1|G25_S1314_XDC,310132153226.6305,1174954246639.8372
4622,GADAFD_V_G14_XDC_G52_S13_XDC_W2|S1_F,532968574038.5353,1174647790133.1497
11569,GRTGSE_G14_XDC_W0|S1|G1142_S1312_XDC,4433605821467.676,1170982742426.0261
643,CG01_GEGS_G01_XDC,9150485055680.773,1170526218939.7
10362,GEST_PE_G14_XDC_W2|S1KP|G25_S1312_XDC,815729574508.0845,1156994123923.0562
2416,FS_ODX_ANF_USD,563681235949.322,1156251508952.6306
2791,FS_OFM_IPF_IC_LO_USD,839425040192.9379,1153585970125.6394
5449,GADANF_O_G14_XDC_G91_S1311_XDC_W0|S1_N11N,3095741721846.6606,1151668489290.499
5903,GADLAE_HG_G14_GDP_PT_G43_S13112_XDC_R_B1GQ_W0|S1_F5,0.4322,1145808326515.8367
598,CG01_GADANKC_T_G01_XDC,571949062124.9116,1144061889335.8303
4359,GADAFDS_T_G14_XDC_G32_S13112_XDC_W2|S1_F3,193965217159.4466,1136411715208.3008
3597,GAAFFD_G14_XDC_G62_S1321_XDC_W0|S1_F7,1813195579074.2104,1132838542917.9968
11199,GROSM_G14_XDC_W0|S1|G1421_S1311B_XDC,85697834970502.78,1127732472109.8025
8303,GECESI_G14_XDC_W0|S1|G2122_S13112_XDC,104202158993.766,1126744965566.799
11136,GROPW_G14_XDC_W0|S1|G1413_S1311_XDC,1976575190205.4265,1126322277696.7603
5570,GADANI_V_G14_GDP_PT_G51_S1312_XDC_R_B1GQ_W0|S1_N12N,0.0018,1125759186944.2559
5995,GADLCD_O_G14_XDC_G93_S1313_XDC_W0|S1_F2,3776898012.6891,1125759186944.2559
2810,FS_OFM_IPF_IC_OE_USD,285270878841.0,1125337238223.5122
8168,GEAF_G14_XDC_GF0403_S1311B_XDC,25808641389499.71,1124634692813.2092
5714,GADANN_V_G14_GDP_PT_G51_S1312_XDC_R_B1GQ_W0|S1_N2N,0.0494,1123652601639.3452
8206,GEAM_G14_XDC_GF0404_S13_XDC,11107513715252.336,1123372319124.5938
6107,GADLDL_T_G14_XDC_G33_S1313_XDC_W2|S1_F4,245343064490.9288,1122672224198.0547
6637,GADLF_T_FCXIO_G14_XDC_G33_W10|S12D_S1321_XDC,-3054510614958.6846,1121693556007.5955
5335,GADAF_T_G14_XDC_G32|F_S13112_XDC,10213959624698.52,1120856054596.9377
652,CG01_GEST_G01_XDC,5597881219526.745,1119184798054.298
4283,GADAFDF_T_G14_XDC_G32_S1313_XDC_W2|S1_F7,-363041787.3795,1118489911181.0496
6250,GADLD_T_G14_XDC_G33_S1312_XDC_W2|S1_F,4949752422265.11,1115580784585.2107
4872,GADAFF_T_G14_XDC_G32_S1311B_XDC_W1|S1_F,8180707302661.506,1114614435681.3503
6937,GADLO_HG_G14_XDC_G43_S1311_XDC_W0|S1_F8,-42779815153.7185,1111725407892.001
4535,GADAFD_T_NFC_G14_XDC_G32_W2|S11_S13112_XDC,531215956895.6276,1110628761373.735
12043,GRTTXT_G14_GDP_PT_W0|S1|G1155_S1314_XDC_R_B1GQ,0.0,1108987842248.337
2629,FS_ODX_LF_FSGL_XDC,73180818391327.47,1105449098520.004
3822,GAAFM_G14_XDC_G62_S13_XDC_W0|S1_F1,2137702214014.4084,1101798073974.4333
12049,GRTTXT_G14_XDC_W0|S1|G1155_S1312_XDC,-25514.2873,1100451955374.5867
12042,GRTTXT_G14_GDP_PT_W0|S1|G1155_S1313_XDC_R_B1GQ,0.0007,1100183126266.1526
3816,GAAFM_G14_XDC_G62_S1311B_XDC_W0|S1_F1,259350884421.0417,1100048760960.0625
4834,GADAFF_O_G14_GDP_PT_G92_S1312_XDC_R_B1GQ_W1|S1_F,-0.0199,1098706910800.3162
7064,GADLSO_HG_G14_XDC_G43_S1311B_XDC_W0|S1_F3,7746091127079.24,1097903370885.055
6872,GADLLS_HG_G14_XDC_G43_S1311B_XDC_W0|S1_F4,4886903602626.439,1096299811920.7634
3723,GAAFF_G14_XDC_G62_S1313_XDC_W1|S1_F,125091403801.3466,1095766332693.5514
11231,GROS_G14_XDC_W0|S1|G142_S1311B_XDC,126947574592343.3,1094301938372.1288
3598,GAAFFD_G14_XDC_G62_S13_XDC_W0|S1_F7,1946161726519.776,1093239380354.5323
11700,GRTGSUM_G14_XDC_W0|S1|G11451_S1321_XDC,1443594796070.5493,1092841452892.6222
5522,GADANI_O_G14_GDP_PT_G91_S1312_XDC_R_B1GQ_W0|S1_N12N,0.0018,1092046466384.6984
2511,FS_ODX_ENI_USD,453588667761.2527,1091914081069.3408
4905,GADAFF_T_IO_G14_XDC_G32_1A|S1_S1311_XDC,343096559002.9006,1087038288045.0148
7943,GALIRP_T_G14_XDC_G63_S13112_XDC_W0|S1_F63_65,6872221262279.031,1086907114123.4454
2769,FS_OFM_IPF_IC_IINFI_XDC,160418096346.612,1084290267815.215
45,16AB__XDC,1034612699285.7142,1079094196087.3358
13285,_3__D_USD,32784538092.142,1077931935703.8046
8835,GEGPO_G14_XDC_GF0106_S1313_XDC,1187423281014.2163,1077545071747.9354
6535,GADLFL_T_G14_XDC_G33_S13112_XDC_W1|S1_F4,47398849175.6324,1071520253954.4364
2597,FS_ODX_LDCDC_USD,12463705193534.502,1060543889643.3524
12041,GRTTXT_G14_GDP_PT_W0|S1|G1155_S1312_XDC_R_B1GQ,-0.0,1059670500557.7638
100,22D___USD,2265506817724.876,1058674101403.5016
8183,GEAG_G14_XDC_GF0401_S13112_XDC,4130170314370.9634,1052980974367.6635
2798,FS_OFM_IPF_IC_NI_XDC,924443795312.2894,1051997109873.977
8155,GEAE_G14_XDC_GF0409_S1313_XDC,1538829090055.0276,1050892457675.9996
8376,GECE_G14_XDC_G21|_Z_S1311B_XDC,232822500281225.47,1050892457675.9996
8705,GEGK_FG_G14_XDC_W1|S13|G26K_S1311_XDC,410057632243.3002,1045161203845.555
5805,GADANV_V_G14_XDC_G51_S1321_XDC_W0|S1_N13N,4146414737.8617,1040572926841.6118
9069,GEHH_G14_XDC_GF0601_S1321_XDC,4625849317295.248,1031634320781.2384
5909,GADLAE_HG_G14_GDP_PT_G43_S1321_XDC_R_B1GQ_W0|S1_F5,0.0013,1031161906667.5435
4185,GADAFCD_HG_G14_XDC_G42_S1311_XDC_W0|S1_F2,1250623977680.6511,1031161906667.5435
2318,FS_ODX_AFLG_FSANL_USD,9771908415449.354,1028101729795.7988
6766,GADLIRN_T_G14_XDC_G33_S13_XDC_W0|S1_F61,1247358721.0892,1022383570345.175
5834,GADAN_O_G14_XDC_G91_S1312_XDC_W0|S1_NN,1110547838739.1602,1019375198589.972
1744,FMA_A1_XDC,6071914235294.117,1018683471470.3678
50,16B___XDC,1716450052686.1692,1010909007266.1046
8908,GEGS_G14_CA_XDC_G22|_Z_S1314_XDC,4802588342832.186,1010909007266.1046
7241,GALCD_G14_XDC_G63_S1311_XDC_W0|S1_F2,9186719609268.457,1010568748428.25
11315,GROT_G14_XDC_W0|S1|G144_S1314_XDC,3298326601439.948,1010455379710.679
483,BCG_GRTO_G01_CA_XDC,5367716073144.837,1006390978183.351
6686,GADLF_T_IO_G14_XDC_G33_1A|S1_S13_XDC,13210485591442.828,1001244914933.414
4911,GADAFF_T_NRESO_G14_GDP_PT_G32_W1|S1V_S13112_XDC_R_B1GQ,-0.1892,998359482901.9056
7949,GALIRP_T_G14_XDC_G63_S1321_XDC_W0|S1_F63_65,124949343597038.39,996481829266.6216
10995,GROO_G14_XDC_W0|S1|G145_S1314_XDC,169263438420.8085,994721066233.13
8221,GEAO_G14_XDC_GF0407_S1321_XDC,2526742977909.42,992747630854.2922
5931,GADLAE_O_G14_XDC_G93_S1313_XDC_W0|S1_F5,147265469712.1333,991873059656.5348
10563,GG_GADAFO_T_G01_XDC,6756331885693.852,991218141822.4928
12324,GXOPB_G14_XDC_GPB|_Z_S1321_XDC,6400309310499.001,991109072924.845
5111,GADAFM_T_G14_XDC_G32_S13112_XDC_W0|S1_F1,31040883904.7619,989584624779.2784
8996,GEG_G14_XDC_G26|_Z_S1314_XDC,5347537480537.412,986982166857.4395
4877,GADAFF_T_G14_XDC_G32_S1321_XDC_W1|S1_F,9664807290299.496,985362570259.3798
8676,GEGC_GG_G14_XDC_W2|S13|G26C_S1314_XDC,5248334258267.271,984931575149.3704
10380,GES_CA_G14_XDC_W0|S1|G2M27A_S1314_XDC,32708297662078.99,984608576163.2042
6396,GADLD_V_G14_XDC_G53_S1314_XDC_W2|S1_F,138286597235.0375,979256279054.25
623,CG01_GADLSO_T_G01_XDC,5043568335387.8125,978830607991.8488
9486,GENR_G14_XDC_GF0505_S13_XDC,39981930479.8312,974594163031.9186
582,CG01_GADAFFD_T_G01_CA_XDC,-51674623400.6589,972909835249.621
12302,GXOPB_G14_CA_XDC_GPB|_Z_S13112_XDC,17033221204277.924,972804758045.2524
6974,GADLO_T_G14_XDC_G33_S13_XDC_W0|S1_F8,12414159229694.537,971860083593.1152
503,BCG_GXCOP_G01_CA_XDC,110075190676901.27,970498788356.965
3799,GAAFLS_G14_XDC_G62_S13112_XDC_W0|S1_F4,19949838987569.094,969141301349.3644
8238,GEAR_G14_XDC_GF0408_S13_XDC,1461432195855.2197,968724376719.8314
2710,FS_OFM_IPF_IC_AFC_USD,199094355696.4782,968099661945.5063
11839,GRTPAY_G14_XDC_W0|S1|G112_S1311B_XDC,1384670403835.5454,967579681463.2068
6495,GADLFF_T_G14_GDP_PT_G33_S13112_XDC_R_B1GQ_W1|S1_F7,0.0032,966126703286.6022
6894,GADLLS_O_G14_XDC_G93_S13_XDC_W0|S1_F4,4881510577811.447,966023086094.0574
112,25AB__XDC,9674676029226.02,961280603494.236
8556,GEEO_G14_XDC_GF0908_S1314_XDC,527150000.0,961178023128.9073
9020,GEG_GG_G14_XDC_W2|S13|G26_S1314_XDC,5439479528482.89,958212686674.5736
7992,GALLS_G14_XDC_G63_S1311B_XDC_W0|S1_F4,212462442219680.94,951933973234.0934
6471,GADLFD_T_G14_XDC_G33_S13112_XDC_W0|S1_F7,3346982292.859,951732803755.388
4205,GADAFCD_O_G14_XDC_G92_S1321_XDC_W0|S1_F2,105846762616.1816,951029379658.0078
6263,GADLD_T_GG_G14_XDC_G33_W2|S13_S13112_XDC,-390971519211.1307,948525616548.1246
2340,FS_ODX_AFLG_NODX_FSCD_USD,9023554923814.365,947627486032.7188
11423,GRSO_G14_XDC_W0|S1|G122_S1311B_XDC,6228114166741.676,946134375498.0034
5336,GADAF_T_G14_XDC_G32|F_S1311B_XDC,69650446365143.58,943557432929.0793
12211,GXCBN_G14_XDC_GNOB|_Z_S1314_XDC,1138700345576.863,942964746099.35
5032,GADAFLS_O_G14_XDC_G92_S1311B_XDC_W0|S1_F4,-47729070387.068,941880085197.2177
2776,FS_OFM_IPF_IC_INBT_USD,44929972827.909,938054494349.1971
2734,FS_OFM_IPF_IC_AINBT_USD,44929972827.909,938054494349.1971
5666,GADANN_O_G14_GDP_PT_G91_S1312_XDC_R_B1GQ_W0|S1_N2N,2.3735,935715692368.6882
11444,GRSSE_G14_XDC_W0|S1|G1211_S1321_XDC,35399950051437.52,935229909120.6512
5962,GADLAE_V_G14_XDC_G53_S1312_XDC_W0|S1_F5,1119185384.8789,934841645536.1694
6537,GADLFL_T_G14_XDC_G33_S1311_XDC_W1|S1_F4,9266126612282.2,933582012307.3168
5512,GADANI_HG_G14_XDC_G41_S1311B_XDC_W0|S1_N12N,263191778803.177,928960319177.0826
5650,GADANN_HG_G14_GDP_PT_G41_S1312_XDC_R_B1GQ_W0|S1_N2N,1.7556,927143515670.7146
3465,GAAFD_LG_G14_XDC_G62_W2|S1313_S1311_XDC,802036281922.6213,924479036717.7452
8836,GEGPO_G14_XDC_GF0106_S1314_XDC,135117750270.3298,923247156082.5125
200,35____USD,2468111010276.359,921169897191.7562
433,BCG_GADLLS_T_G01_CA_XDC,-12729162972328.727,919758935437.6586
8290,GECESA_G14_XDC_W0|S1|G2121_S1312_XDC,5764889421379.626,916949939401.5059
4189,GADAFCD_HG_G14_XDC_G42_S1321_XDC_W0|S1_F2,1218513698320.5874,914158048791.3318
2555,FS_ODX_IIG_USD,570102436625.8539,912860976461.0308
1577,FFCD_USD,11312854790327.312,911844427489.4708
1792,FOSAG_USD,906787055930.9233,908808319517.8077
592,CG01_GADAFSO_T_G01_CA_XDC,-54739322724.8722,903067902019.3494
3767,GAAFF_NRESO_G14_XDC_G62_W1|S1V_S13112_XDC,1530460480057.77,896684843677.5502
6622,GADLF_O_G14_XDC_G93_S13_XDC_W1|S1_F,10876610594302.771,895080915705.1567
689,CG01_GXOB_G01_XDC,-1235090842149.7817,891448857357.5803
11887,GRTPN_G14_XDC_W0|S1|G1135_S1311B_XDC,1031048435432.9517,890127409303.3889
7694,GALFC_G14_XDC_G63_S13_XDC_W1|S1_F2,-34480727453.7782,888897587559.5571
7710,GALFD_G14_XDC_G63_S13_XDC_W0|S1_F7,1533791083244.3293,886273664738.8558
2562,FS_ODX_IIN_FSEIM_USD,483618973009.8878,886186467408.5981
11491,GRSSU_G14_XDC_W0|S1|G1214_S1314_XDC,15956558705966.305,883751889201.4318
6472,GADLFD_T_G14_XDC_G33_S1311B_XDC_W0|S1_F7,-893328520713.3846,882799103669.6062
2297,FS_NFC_TIC_USD,237405837617.1855,879008417560.3584
4558,GADAFD_T_ODX_G14_XDC_G32_W2|S122_S13_XDC,5489954262726.42,878151433629.813
8201,GEAM_G14_XDC_GF0404_S1311_XDC,10899004935827.816,876101474053.2042
1059,FASAOP_XDC,22496662657260.86,868331172731.2245
5022,GADAFLS_HG_G14_XDC_G42_S13_XDC_W0|S1_F4,368790581348.7622,868163783589.4932
11825,GRTO_G14_XDC_W0|S1|G116_S1312_XDC,1080749287920.4637,866493434799.5182
666,CG01_GRTI_G01_XDC,16813550185734.781,863254672679.796
8940,GEGS_G14_XDC_W0|S1|G22_S1314_XDC,7447624606466.917,862923860389.0585
3774,GAAFF_NRESO_G14_XDC_G62_W1|S1V_S13_XDC,1531175226803.4368,861191247226.4071
3871,GAAF_G14_XDC_G62_S13112_XDC_W0|S1_F,127772352186506.47,860779745292.526
6251,GADLD_T_G14_XDC_G33_S1313_XDC_W2|S1_F,3064724194941.958,858564412805.3562
11009,GROPD_G14_XDC_W0|S1|G1412_S1312_XDC,4069623501645.028,858482582419.0804
75,20RA__XDC,126041149191540.3,858318968433.485
11076,GROPI_NGG_G14_XDC_W2|S1W|G1411_S1321_XDC,5537268918894.469,856767740391.9901
1879,FPEPIGPA_IX,71.5476,852550804992.0485
6014,GADLCD_T_G14_XDC_G33_S13_XDC_W0|S1_F2,851559485132.8988,852308786406.2256
5559,GADANI_T_G14_XDC_G31_S13112_XDC_W0|S1_N12N,-101977239156.5714,850056554807.5681
12239,GXCNC_G14_CA_XDC_G32|F2_S1311B_XDC,34436621968871.02,849255068333.1125
11988,GRTTE_G14_XDC_W0|S1|G1152_S1321_XDC,5959945050785.588,847257948898.5977
7212,GADL_V_G14_XDC_G53_S1314_XDC_W0|S1_F,135127169906.6601,845667003543.4224
933,DSD_NUM_FS_ODX_IGDV,68.967,845190884370.9292
8771,GEGPC_G14_XDC_GF0101_S1313_XDC,4329985098125.486,842897178995.0396
10702,GRGC_GG_G14_XDC_W2|S13|G13C_S13112_XDC,31474188706671.902,842424172721.7538
5752,GADANV_O_G14_XDC_G91_S1311B_XDC_W0|S1_N13N,5812483033.4975,842109130024.4009
4492,GADAFD_T_GG_G14_XDC_G32_W2|S13_S1314_XDC,656878503443.3678,841794322872.9899
8388,GECE_G14_XDC_W0|S1|G21_S1314_XDC,9824980196878.04,840459014158.9056
9344,GELP_G14_XDC_GF0704_S1311B_XDC,7723003355426.781,840380598501.6787
9399,GEL_G14_XDC_GF07_S13112_XDC,4707988018860.795,840302197475.6033
11823,GRTO_G14_XDC_W0|S1|G116_S1311B_XDC,11544110844085.521,840223811076.5851
8854,GEGPR_G14_XDC_GF0105_S13_XDC,435709992521.3178,840145439300.5309
13145,RAPFAOIR_1M_3M_USD,398086451.7976,835237319616.19
755,DA_XDC_FS_ODX_D,100150625988688.72,833151350914.9008
8801,GEGPF_G14_XDC_GF0102_S1311_XDC,906674171906.1622,832381411583.1246
8587,GEER_G14_XDC_GF0907_S1313_XDC,17615672841.6234,831382615353.6083
11668,GRTGSP_G14_XDC_W0|S1|G1143_S1321_XDC,414082480446.3232,830999100907.9243
4887,GADAFF_T_GG_G14_XDC_G32_W1|S13_S13112_XDC,100174136911.1493,824533069822.5001
