"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Direct Investment Survey (CDIS)","CDIS","Rwanda","714","","","","","Country Code","714",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Rwanda","714","","","","","Country Full Name","Rwanda",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Rwanda","714","","","","","Country ISO 2 Code","RW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Rwanda","714","","","","","Country ISO 3 Code","RWA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Rwanda","714","","","","","Country Name","Rwanda",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Rwanda","714","","","","","Country SDMX Code","RW",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Rwanda","714","","","","","Country SDMX Name","Rwanda",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Rwanda","714","","","","","Country Short Name","Rwanda",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Helena","856","","","","","Country Code","856",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Helena","856","","","","","Country Full Name","Saint Helena",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Helena","856","","","","","Country ISO 2 Code","SH",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Helena","856","","","","","Country ISO 3 Code","SHN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Helena","856","","","","","Country Name","Saint Helena",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Helena","856","","","","","Country SDMX Code","SH",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Helena","856","","","","","Country SDMX Name","Saint Helena",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Helena","856","","","","","Country Short Name","St. Helena          ",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Pierre and Miquelon","363","","","","","Country Code","363",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Pierre and Miquelon","363","","","","","Country Full Name","Saint Pierre and Miquelon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Pierre and Miquelon","363","","","","","Country ISO 2 Code","PM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Pierre and Miquelon","363","","","","","Country ISO 3 Code","SPM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Pierre and Miquelon","363","","","","","Country Name","Saint Pierre and Miquelon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Pierre and Miquelon","363","","","","","Country SDMX Code","PM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Pierre and Miquelon","363","","","","","Country SDMX Name","Saint Pierre and Miquelon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saint Pierre and Miquelon","363","","","","","Country Short Name","St. Pierre-Miquelon",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Samoa","862","","","","","Country Code","862",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Samoa","862","","","","","Country Full Name","Samoa",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Samoa","862","","","","","Country ISO 2 Code","WS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Samoa","862","","","","","Country ISO 3 Code","WSM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Samoa","862","","","","","Country Name","Samoa",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Samoa","862","","","","","Country SDMX Code","WS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Samoa","862","","","","","Country SDMX Name","Samoa",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Samoa","862","","","","","Country Short Name","Samoa",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","San Marino, Rep. of","135","","","","","Country Code","135",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","San Marino, Rep. of","135","","","","","Country Full Name","San Marino, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","San Marino, Rep. of","135","","","","","Country ISO 2 Code","SM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","San Marino, Rep. of","135","","","","","Country ISO 3 Code","SMR",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","San Marino, Rep. of","135","","","","","Country Name","San Marino, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","San Marino, Rep. of","135","","","","","Country SDMX Code","SM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","San Marino, Rep. of","135","","","","","Country SDMX Name","San Marino",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","San Marino, Rep. of","135","","","","","Country Short Name","San Marino",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","São Tomé and Príncipe, Dem. Rep. of","716","","","","","Country Code","716",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","São Tomé and Príncipe, Dem. Rep. of","716","","","","","Country Full Name","São Tomé and Príncipe, Democratic Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","São Tomé and Príncipe, Dem. Rep. of","716","","","","","Country ISO 2 Code","ST",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","São Tomé and Príncipe, Dem. Rep. of","716","","","","","Country ISO 3 Code","STP",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","São Tomé and Príncipe, Dem. Rep. of","716","","","","","Country Name","São Tomé and Príncipe, Dem. Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","São Tomé and Príncipe, Dem. Rep. of","716","","","","","Country SDMX Code","ST",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","São Tomé and Príncipe, Dem. Rep. of","716","","","","","Country SDMX Name","Sao Tome and Principe",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","São Tomé and Príncipe, Dem. Rep. of","716","","","","","Country Short Name","São Tomé and Príncipe",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saudi Arabia","456","","","","","Country Code","456",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saudi Arabia","456","","","","","Country Full Name","Saudi Arabia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saudi Arabia","456","","","","","Country ISO 2 Code","SA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saudi Arabia","456","","","","","Country ISO 3 Code","SAU",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saudi Arabia","456","","","","","Country Name","Saudi Arabia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saudi Arabia","456","","","","","Country SDMX Code","SA",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saudi Arabia","456","","","","","Country SDMX Name","Saudi Arabia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Saudi Arabia","456","","","","","Country Short Name","Saudi Arabia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Senegal","722","","","","","Country Code","722",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Senegal","722","","","","","Country Full Name","Senegal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Senegal","722","","","","","Country ISO 2 Code","SN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Senegal","722","","","","","Country ISO 3 Code","SEN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Senegal","722","","","","","Country Name","Senegal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Senegal","722","","","","","Country SDMX Code","SN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Senegal","722","","","","","Country SDMX Name","Senegal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Senegal","722","","","","","Country Short Name","Senegal",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Serbia, Rep. of","942","","","","","Country Code","942",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Serbia, Rep. of","942","","","","","Country Full Name","Serbia, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Serbia, Rep. of","942","","","","","Country ISO 2 Code","RS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Serbia, Rep. of","942","","","","","Country ISO 3 Code","SRB",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Serbia, Rep. of","942","","","","","Country Name","Serbia, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Serbia, Rep. of","942","","","","","Country SDMX Code","RS",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Serbia, Rep. of","942","","","","","Country SDMX Name","Serbia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Serbia, Rep. of","942","","","","","Country Short Name","Serbia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Seychelles","718","","","","","Country Code","718",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Seychelles","718","","","","","Country Full Name","Seychelles",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Seychelles","718","","","","","Country ISO 2 Code","SC",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Seychelles","718","","","","","Country ISO 3 Code","SYC",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Seychelles","718","","","","","Country Name","Seychelles",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Seychelles","718","","","","","Country SDMX Code","SC",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Seychelles","718","","","","","Country SDMX Name","Seychelles",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Seychelles","718","","","","","Country Short Name","Seychelles",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sierra Leone","724","","","","","Country Code","724",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sierra Leone","724","","","","","Country Full Name","Sierra Leone",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sierra Leone","724","","","","","Country ISO 2 Code","SL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sierra Leone","724","","","","","Country ISO 3 Code","SLE",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sierra Leone","724","","","","","Country Name","Sierra Leone",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sierra Leone","724","","","","","Country SDMX Code","SL",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sierra Leone","724","","","","","Country SDMX Name","Sierra Leone",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sierra Leone","724","","","","","Country Short Name","Sierra Leone",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Singapore","576","","","","","Country Code","576",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Singapore","576","","","","","Country Full Name","Singapore",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Singapore","576","","","","","Country ISO 2 Code","SG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Singapore","576","","","","","Country ISO 3 Code","SGP",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Singapore","576","","","","","Country Name","Singapore",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Singapore","576","","","","","Country SDMX Code","SG",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Singapore","576","","","","","Country SDMX Name","Singapore",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Singapore","576","","","","","Country Short Name","Singapore",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sint Maarten, Kingdom of the Netherlands","352","","","","","Country Code","352",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sint Maarten, Kingdom of the Netherlands","352","","","","","Country Full Name","Sint Maarten, Kingdom of the Netherlands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sint Maarten, Kingdom of the Netherlands","352","","","","","Country ISO 2 Code","SX",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sint Maarten, Kingdom of the Netherlands","352","","","","","Country ISO 3 Code","SXM",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sint Maarten, Kingdom of the Netherlands","352","","","","","Country Name","Sint Maarten, Kingdom of the Netherlands",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sint Maarten, Kingdom of the Netherlands","352","","","","","Country SDMX Code","SX",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sint Maarten, Kingdom of the Netherlands","352","","","","","Country SDMX Name","Sint Maarten (Dutch part)",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Sint Maarten, Kingdom of the Netherlands","352","","","","","Country Short Name","Sint Maarten",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovak Rep.","936","","","","","Country Code","936",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovak Rep.","936","","","","","Country Full Name","Slovak Republic",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovak Rep.","936","","","","","Country ISO 2 Code","SK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovak Rep.","936","","","","","Country ISO 3 Code","SVK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovak Rep.","936","","","","","Country Name","Slovak Rep.",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovak Rep.","936","","","","","Country SDMX Code","SK",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovak Rep.","936","","","","","Country SDMX Name","Slovakia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovak Rep.","936","","","","","Country Short Name","Slovak Republic",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovenia, Rep. of","961","","","","","Country Code","961",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovenia, Rep. of","961","","","","","Country Full Name","Slovenia, Republic of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovenia, Rep. of","961","","","","","Country ISO 2 Code","SI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovenia, Rep. of","961","","","","","Country ISO 3 Code","SVN",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovenia, Rep. of","961","","","","","Country Name","Slovenia, Rep. of",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovenia, Rep. of","961","","","","","Country SDMX Code","SI",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovenia, Rep. of","961","","","","","Country SDMX Name","Slovenia",""
"Coordinated Direct Investment Survey (CDIS)","CDIS","Slovenia, Rep. of","961","","","","","Country Short Name","Slovenia",""
